,question,context,company,source_file,source_page,kpi_id,year,answer,data_type,relevant_paragraphs,annotator,label
66,What is the company name?,"Code of Conduct - The Code of Conduct sets out our commitment and requirements for how we work at Equinor. It applies to employees, Equinor board members and hired contractors. We train our employees on how to apply the Code of Conduct in their work. All Equinor employees are required to confirm annually that they understand and will comply with the Code of Conduct. We expect our suppliers to act in a way that is consistent with our Code of Conduct. We engage with our suppliers to help them understand our ethical requirements and how we do business. If the expectations are not met, we take appropriate actions.","Aktsionernoe Obshchestvo Rosneftegaz, Moscow",RN_SR2018_eng_web_1 sustainability 2017.pdf,[1],0.0,2017,Rosneft,TEXT,"[""ROSNEFT""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,0
67,What is the company name?,"Competence development and awareness for all staff is important to strengthen security culture. Our security month in 2019 had the theme See Something, Say Something which was designed to simplify the incident reporting process. An increasing international presence places renewed importance on travel security. We developed specific country requirements for travelers and made them more easily accessible through company Apps and online platforms. ",AES Corporation ,AES Corporation 2018_SustainabilityReport_vFinal.pdf,[4],0.0,2018,The AES Corporation,TEXT,"[""The AES Corporation (NYSE: AES) is a Fortune 200 global power company founded in 1981. The company's headquarters are in Arlington, Virginia, United States (US). AES is publicly traded company, incorporated in Delaware and governed by a Board of Directors.""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,0
68,What is the company name?,"Consistent with our values and to strengthen our brand and attractiveness as an employer, we successfully implemented a global parental leave policy in all Equinor companies and health insurance in Equinor ASA effective from January 2019. A minimum of 16 weeks paid leave is offered to all employees in the group becoming parents through birth or adoption. The health insurance scheme, supplementing public health services, offers access to private specialists, medical examinations and treatments, and is similar to local health insurance already provided in our subsidiaries. We expect the scheme to have a positive effect on employees’ health and believe that both benefits ",Ameren Corporation,Ameren Corporation Sustainability Template 2019.pdf,[1],0.0,2019,Ameren,TEXT,"[""Ameren""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,0
69,What is the company name?,"Corporate Name: ENDESA, S.A.",ENDESA,Endesa SA Annual Report 2017.pdf,[1],0.0,2017,ENDESA,TEXT,"[""Corporate Name: ENDESA, S.A.""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,1
70,What is the company name?,Countries in which supplier HR verifications undertaken,CenterPoint Energy,CenterPoint Energy Corporate Responsibility report 2017.pdf,[1],0.0,2017,CenterPoint Energy,TEXT,"[""CenterPoint Energy""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,0
71,What is the company name?,"Creating shared value with communities Equinor’s transition to a global energy company requires systematic development of competence and access to new talent. We empower our people to execute on business ambitions, while promoting personal growth and development. Through learning and development activities we prepare for increased digitalisation and new ways of working. As part of our long-term commitment to creating shared value, Equinor emphasises building skills and capacity in the communities where we have activities. A large portion of our sponsorships, donations and social investments is allocated to capacity building within science, technology, engineering and mathematics (STEM), through partnerships with academic institutions and support to science centres. Our academia collaboration with key universities increasingly addresses the energy transition and new energy solutions. Through our Heroes of Tomorrow programme, we give children and youth the opportunity to develop their talents within the areas of sports, culture and education. In 2019, our corporate sponsorships spend was USD 19.2 million.",Callon Petroleum Co,Callon Petroleum Co Annual Report 2019.pdf,[2],0.0,2019,Callon Petroleum,TEXT,"[""Callon Petroleum is an independent oil and natural gas company focused
on the acquisition, exploration, and development of high-quality assets
in the leading oil plays of the Permian Basin in West Texas and Eagle Ford
Shale in South Texas. Our mission is to build trust, create value, and drive
sustainable growth for our investors, our employees, and the communities
in which we operate.""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,0
72,What is the company name?,"Creating shared value: Economic and social impact, Local procurement, Employment, People development, Innovation and research and development activities",CenterPoint Energy,CenterPoint Energy Annual report 2018.pdf,[1],0.0,2018,CenterPoint Energy,TEXT,"[""CenterPoint Energy""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,0
73,What is the company name?,"DCP MIDSTREAM, LP (Exact name of registrant as specified in its charter)",DCP Midstream,2019 DCP Midstream annual report.pdf,[1],0.0,2019,DCP Midstream,TEXT,"[""DCP MIDSTREAM, LP (Exact name of registrant as specified in its charter)""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,1
74,What is the company name?,Develop people and promote diversity and inclusion,NRG,nrg-sustainability-report_2017.pdf,[14],0.0,2017,NRG Energy,TEXT,"[""This sustainability report is based on NRG corporate performance for all operations in calendar year 2017 and, where stated, ""NRG"" refers to NRG Energy, Inc., as well as its affiliates that include assets owned by NRG Energy, Inc. and NRG Yield, Inc.""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,0
75,What is the company name?,"Developing our people As Equinor develops into a broad energy company and accelerates the use of digital solutions, our ability to drive people development is critical to the delivery of our business strategy. Building a culture of lifelong learning where our employees develop new skills faster to match changing job requirements, has been a key focus area in 2019. We continue to use deployment across the company as a strong tool for driving on-the-job learning. Through all the academies in The Equinor University we intensified our formal learning activities, particularly relating to safety and digitalisation. In 2019, we more than tripled our learning activities in digital topics, including the introduction of ‘Digital Leadership’ training for our leaders. In addition, we significantly increased learning activities across the company, using e-learning and virtual classrooms as a flexible, accessible and cost-effective means to increase participation. ",Southern Company,Southern Company_2018_Corporate_Responsibility_Report.pdf,[1],0.0,2018,Southern Company,TEXT,"[""Southern Company is transitioning our energy generation fleet for a low-carbon future. In doing so, we have established an intermediate goal of a 50 percent reduction in carbon emissions from 2007 levels by 2030 and a long-term goal of low- to no-carbon operations by 2050.""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,0
76,What is the company name?,"Devon Energy is proud to present our 2019 Sustainability Report, highlighting our efforts to deliver industry-leading results, while setting the standard as a good neighbor, valued community partner, caring environmental steward and model employer.",Devon Energy,DVN_SR19_0_FULL-REPORT_060820.pdf,[3],0.0,2019,Devon Energy,TEXT,"[""Devon Energy is proud to present our 2019 Sustainability Report, highlighting our efforts to deliver industry-leading results, while setting the standard as a good neighbor, valued community partner, caring environmental steward and model employer.""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,1
77,What is the company name?,"Devon is a leading independent energy company engaged primarily in the exploration, development and production of oil, natural gas and NGLs. Our operations are concentrated in various North American onshore areas in the U.S. and Canada. Our portfolio of oil and gas properties provides stable, environmentally responsible production and a platform for future growth. We have doubled our onshore North American oil production since 2010 to more than 275 MBbls per day and have a deep inventory of development opportunities. Devon also produces over 1.6 Bcf of natural gas a day and more than 136 MBbls of NGLs per day.",Devon,NYSE_DVN_2015.pdf,[8],0.0,2015,Devon,TEXT,"[""Devon is a leading independent energy company engaged primarily in the exploration, development and
production of oil, natural gas and NGLs. Our operations are concentrated in various North American onshore
areas in the U.S. and Canada. Our portfolio of oil and gas properties provides stable, environmentally responsible
production and a platform for future growth. We have doubled our onshore North American oil production since
2010 to more than 275 MBbls per day and have a deep inventory of development opportunities. Devon also
produces over 1.6 Bcf of natural gas a day and more than 136 MBbls of NGLs per day.""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,1
78,What is the company name?,"Digitalisation Equinor’s digital roadmap is progressing well. New digital technologies are implemented to help us reach our goals of improved safety performance, reduced emissions and higher value. The integrated operations support centre, established in 2018, will be central in reducing CO₂ emissions from the NCS. Equinor has so far connected 20 of its assets to this centre, streaming data to our cloud-based data platform. By end of 2020 all operated fields on the NCS will be connected. Cross-functional teams utilise this data to discover opportunities for energy efficiency measures, safety and value improvements. Another centre, the geo-operations centre, ensures more efficient and better geoscience control of drilling operations, as well as cost savings and improved personnel safety. Further, subsurface data are connected and analysed in new ways through our subsurface data lake, enhancing the reservoir performance. Our digital field worker concept is also being broadly implemented, allowing our operators and engineers easy access to data enabling improved safety performance, higher efficiency and reduced carbon footprint. Workforce diversity and inclusion Embracing diversity and driving inclusion is a fundamental part of our values - open, collaborative, courageous and caring - and an integral part of our leadership expectations. This includes working actively to ensure that everyone has equal opportunities at Equinor. In 2019, we continued to strengthen diversity and inclusion in Equinor by embedding it into our key human resources processes, such as recruitment, succession planning, performance management and leadership development. We monitor diversity in our workforce at all levels and locations and encourage and support employee initiatives that contribute to a diverse and inclusive culture. In 2019, we established guidelines to further support employee resource groups in Equinor, including Women in Equinor, Differently Abled and LGBTQ+ groups. ",CenterPoint Energy,CenterPoint Energy Annual report 2019.pdf,[1],0.0,2019,CenterPoint Energy,TEXT,"[""CenterPoint Energy""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,0
79,What is the company name?,Direct GHG emissions from operations that are owned and/or controlled by the organisation. ,LOTOS Group,2_LOTOS_Group Directors Report 2019.pdf,[5],0.0,2019,LOTOS ,TEXT,"[""Grupa LOTOS S.A. is the second largest fuel producer in Poland. The Company's refinery in GdaÅ„sk is among the newest, the most advanced and most environmentally-friendly plants of this type in Europe. In 2019, the refinery operated at full capacity, having processed 10.7m tonnes of crude oil.""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,0
80,What is the company name?,"Drilling operations create large quantities of rock cuttings contaminated with drilling mud and fluids from the rock formations. These rock cuttings are in many offshore cases grinded into a slurry and injected into subsurface formations for permanent storage. In other cases, rock cuttings are collected and transported to shore for cleaning and disposal or, in cases where water-based mud is used, discharged to sea. In many cases where oil-based drilling mud is used, transport of drill cuttings to shore for treatment and disposal is needed, requiring comprehensive logistical solutions and waste handling onshore. Thermomechanical cuttings cleaning (TCC), in which oil is removed from the drill cuttings through mechanical friction and heating, offers improved treatment of drill cuttings offshore and makes discharge of such cutting ",Teekay Corp,2017-Sustainability-Report.pdf,[1],0.0,2017,TEEKAY CORPORATION,TEXT,"[""TEEKAY CORPORATION 2017 Sustainability Report""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,0
81,What is the company name?,"During 2019 Equinor undertook a comprehensive review of its memberships in industry associations that have a position on climate and energy policy. Equinor holds membership and is engaged in more than 100 energy and climate associations and initiatives globally, of which approximately 25% are non- advocacy. We have inquired the associations with an active policy agenda to determine whether their respective climate stance is in alignment with Equinor's. After a screening of more than 80 associations within scope, some of the associations have been subject to a deeper assessment where they were contacted in written and feedback was received. ",EVN,Vietnam Electricity Corporation (EVN)_AnnualReport2018(1).pdf,[46],0.0,2018,Vietnam Electricity,TEXT,"[""VIETNAM ELECTRICITY 11 Cua Bac street, Ba Dinh district, Hanoi, Vietnam Website: http://www.evn.com.vn Telephone: 024.66946789 | Fax: 024.66946666""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,0
82,What is the company name?,"During 2019, we continued our efforts towards awareness and training on human rights across the company. The senior leadership team continued to develop their approach to human rights throughout 2019, discussing the topic for more than six hours in the corporate executive committee meetings. In addition, our human rights efforts were discussed and evaluated in two meetings by the Board of Directors Safety, Sustainability and Ethics Committee and once with the full Board of Directors. Every business area management committee and most functional management teams have conducted targeted awareness sessions at least once. ",RWE,RWE-csr_overall-report-2019.pdf,[26],0.0,2019,RWE AG,TEXT,"[""RWE AG is meeting the obligation to publish a Non-financial Report envisaged pursuant to the German Commercial Code (HGB) in a separate section of this CR report.""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,0
83,What is the company name?,EDF group is the world's leading electricity company and global leader for low-carbon energy production.,EDF,EDF-ddr-2017-accessible-version-en.pdf,[5],0.0,2017,EDF Group,TEXT,"[""EDF group is the world's leading electricity company and global leader for low-carbon energy production.""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,1
84,What is the company name?,ELEKTRİK RETİM A.Ş. ELECTRICITY GENERATION CO.,Elektrik Üretim A.Ş.,Elektrik Üretim A.Ş. Genel MÃ¼dÃ¼rlÃ¼ÄŸÃ¼ (EÜAŞ) Annual Report 2018.pdf,[1],0.0,2018,ELEKTRİK ÜRETİM A.Ş.,TEXT,"[""ELEKTRİK ÜRETİM A.Ş. ELECTRICITY GENERATION CO.""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,1
85,What is the company name?,"ENDESA, S.A. Financial Statements for the year ended 31 December 2018 5 ENDESA, S.A. and Subsidiaries Consolidated Financial Statements for the year ended 31 December 2018 207",ENDESA,Endesa SA Annual Report 2018.pdf,[3],0.0,2018,ENDESA,TEXT,"[""ENDESA, S.A. Financial Statements for the year ended 31 December 2018 5 ENDESA, S.A. and Subsidiaries Consolidated Financial Statements for the year ended 31 December 2018 207""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,1
86,What is the company name?,ENI IN THE WORLD,Eni SpA,EniFor-2018-eng.pdf,[6],0.0,2018,Eni,TEXT,"[""ENI IN THE WORLD""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,1
87,What is the company name?,"Early Talents We continue to invest in our early talents through our graduate and apprentice programmes. In 2019, we welcomed 182 graduates and 157 apprentices. Through our recruitment and attraction activities we strive to increase the diversity of our early talent applicant base and hires, and our ambition was to achieve a 50-50 balance on gender and non-Norwegian background in 2019. In 2019, we made strides towards achieving this goal with a 43-57 split between female and male graduates recruited, and a 45-55 split between graduates recruited with a non- Norwegian and Norwegian background.",Adani,Adani Group Adani Power Annual Report 2019.pdf,[1],0.0,2018-19,Adani Power Limited,TEXT,"[""Adani Power Limited""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,0
88,What is the company name?,"Employee relations We believe in involving our people in the development of the company. In all countries where we are present, we involve our employees and/or their appropriate representatives according to local laws and practices. This varies from formal bodies with employee representatives to employee engagement and involvement through team or town hall meetings. ",CenterPoint Energy,CenterPoint Energy Annual report 2017.pdf,[1],0.0,2017,CenterPoint Energy,TEXT,"[""CenterPoint Energy""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,0
89,What is the company name?,Eni Annual Report 2018,Eni SpA,Annual-Report-2018.pdf,[5],0.0,2018,Eni,TEXT,"[""Eni Annual Report 2018""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,1
90,What is the company name?,"Environment of Norway. Its task is to promote a shift towards more environmentally friendly energy consumption and production, as well as the development of energy and climate technology.",Enel,Enel annual-report-2018.pdf,[9],0.0,2018,Enel Group,TEXT,"[""The Enel Group structure is organized into a matrix that comprises:
>>Business Lines (Global Thermal Generation, Global Trading, Global Infrastructure and Networks, Enel Green Power, Enel X), which are responsible for managing and developing assets, optimizing their performance and the return on capital employed in the various geographical areas in which the Group operates. The Business Lines are also responsible for improving the efficiency of the processes they manage and sharing best practices at the global level. The Group will benefit from a centralized industrial vision of projects in the various Business Lines. Each project will be assessed not only on the basis of its financial return but also in relation to the best technologies available at the Group level,
>>Regions and Countries (Italy, Iberia, South America, Europe and Euro-Mediterranean Affairs, North and Central America, Africa, Asia and Oceania), which are responsible for managing relationships with institutional bodies and regulatory authorities, as well as selling electricity and gas, in each of the countries in which the Group operates, while also providing staff and other service support to the Business Lines.""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,0
91,What is the company name?,Equinor Brazil has approved a new social investment initiative which is inspired and guided by the UN’s ,OMV,dload_Sustainability Report 2018_en.pdf,[2],0.0,2018,OMV Group,TEXT,"[""This report covers the operations of the OMV Group, headquartered in Vienna, Austria, for the 2018 business year.""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,0
92,What is the company name?,Equinor Sustainability report 2019 Always safe - Responsible operationsEquinor Sustainability report 2019 Always safe - Responsible operations,BASF SE,BASF_Report_2018.pdf,[1],0.0,2018,BASF,TEXT,"[""BASF Report 2018""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,0
93,What is the company name?,Equinor Sustainability report 2019 Always safe - Responsible operationsEquinor Sustainability report 2019 Always safe - Responsible operations0.511.522.533.5201520162017201820190Sulphur Oxides (SOx)(thousand tonnes)2.51.81.71.82.2Regular discharges of oil to water(thousand tonnes)00.20.40.60.811.21.41.6201520162017201820191.41.41.21.11.2,EDF,EDF-ddr-2018-en.pdf,[3],0.0,2018,EDF Group,TEXT,"[""A key player in the energy transition, EDF group is an integrated energy company, active in all areas of the business: generation, transmission, distribution, trading, energy supply and energy services. As a global leader in low-carbon energy, the Group has developed a diversified generation mix based on nuclear power, thermal energy, hydropower and other renewable energies.""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,0
94,What is the company name?,Equinor Sustainability report 2019 Equinor. Sustainability report 2019 ,Ameren Corporation,Ameren_2019_Annual_Report.pdf,[1],0.0,2019,Ameren,TEXT,"[""Ameren""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,0
95,What is the company name?,Equinor Sustainability report 2019 High value — creating shared value,Tatneft,PJSC Tatneft annual report 2015.pdf,[3],0.0,2015,TATNEFT,TEXT,"[""TATNEFT Company successfully accomplished all of the planned programs in 2015. In the difficult macroeconomic
environment the Company implemented a set of production and economic compensatory measures to maintain
the Company's status in the group of the leaders of the Russian fuel and energy complex.""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,0
96,What is the company name?,"Equinor Sustainability report 2019Always safe - Responsible operationsEquinor Sustainability report 2019 Always safe - Responsible operations(million hours)Total serious incident frequencyTarget 2019Hours worked0.60.80.60.50.60.401002003004000123420152016201720182019(million hours)Total recordable injury frequencyTarget 2019Working hours2.72.7125.3128128.9123.71472.82.82.5(cubic metres)1,8003,6005,4007,2009,000(number per year)6012018024030020152016201720182019Number of spillsVolume of oil spills172146207238219316134138898321010203020152016201720182019Target 201918151210Oil and gas leakages",Diamondback Energy,Diamondback 2019 Corporate Responsibility_2.pdf,[2],0.0,2018,Diamondback Energy,TEXT,"[""This is the second annual corporate responsibility report for Diamondback Energy, Inc. (""Diamondback"").
Except where otherwise noted, the scope of this report comprises all operations (excluding Viper Energy
Partners) and includes data through December 31, 2018.""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,0
97,What is the company name?,Equinor Sustainability report 2019AppendicesEquinor Sustainability report 2019 Appendices,AGL Energy Ltd,AGL Energy Ltd Annual Report 2019.pdf,[1],0.0,2019,AGL,TEXT,"[""agl""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,0
98,What is the company name?,Equinor Sustainability report 2019High value — creating shared valueEquinor Sustainability report 2019 High value — creating shared value,NOVATEK,AR_FS_2017_ENG.pdf,[4],0.0,2017,NOVATEK,TEXT,"[""About the Company NOVATEK is one of the largest independent natural gas producers in Russia""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,0
99,What is the company name?,Equinor Sustainability report 2019Low carbon — Creating a low carbon advantage,Aker BP,Aker-BP-Sustainability-Report-2018-1.pdf,[1],0.0,2018,Aker BP,TEXT,"[""Aker BP""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,0
100,What is the company name?,Equinor Sustainability report 2019Low carbon — Creating a low carbon advantageEquinor Sustainability report 2019Low carbon — Creating a low carbon advantage,BASF SE,BASF_Report_2017.pdf,[1],0.0,2017,BASF,TEXT,"[""BASF Report 2017""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,0
101,What is the company name?,Equinor Sustainability report 2019Sustainability at EquinorEquinor Sustainability report 2019 Sustainability at Equinor,OMV,Sustainability Report 2017_EN.pdf,[67],0.0,2017,OMV Aktiengesellschaft,TEXT,"[""OMV Aktiengesellschaft Trabrennstrasse 6 - 8 1020 Vienna, Austria Tel. +43 1 40440-0 info@omv.com www.omv.com""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,0
102,What is the company name?,"Equinor and partners plan to maximise the utilisation of power from shore for the Utsira High area. In the second phase of the Johan Sverdrup field development, a power hub will be installed, allowing for the Gina Krog, Ivar Aasen and Edvard Grieg fields, as well as Johan Sverdrup second phase, to be powered from the onshore grid. In October 2019, Equinor announced that the area’s license partners are working towards a partial electrification of the Sleipner field, together with the Gudrun platform and other tie-ins. In total ten fields will receive power through the Utsira High area solution, contributing to an average reduction of 1.2 million tonnes of CO₂ per year. ",Devon Energy,DVN_SR19_0_FULL-REPORT_060820.pdf,[3],0.0,2019,Devon Energy,TEXT,"[""Devon Energy is proud to present our 2019 Sustainability Report, highlighting our efforts to deliver industry-leading results, while setting the standard as a good neighbor, valued community partner, caring environmental steward and model employer.""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,0
103,What is the company name?,"Equinor is currently introducing a new operational planning tool aimed at improving operational safety and risk management at onshore and offshore installations during operations and maintenance. It is designed to strengthen compliance with work processes for safe work, including work permits, safe job analysis, isolation plans and operational risk assessments. Live overview of planned and ongoing activities is displayed along with factors affecting risk exposure such as leaks and seeps, dispensations and other operational conditions. Gathering all safe work information in one system provides a better overview of the total risk picture of the installation and thereby enables improved risk management. ",Devon,NYSE_DVN_2015.pdf,[8],0.0,2015,Devon,TEXT,"[""Devon is a leading independent energy company engaged primarily in the exploration, development and
production of oil, natural gas and NGLs. Our operations are concentrated in various North American onshore
areas in the U.S. and Canada. Our portfolio of oil and gas properties provides stable, environmentally responsible
production and a platform for future growth. We have doubled our onshore North American oil production since
2010 to more than 275 MBbls per day and have a deep inventory of development opportunities. Devon also
produces over 1.6 Bcf of natural gas a day and more than 136 MBbls of NGLs per day.""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,0
104,What is the company name?,"Equinor owns and operates the South Riding Point (SRP) terminal for storage and transshipment of oil, located on Grand Bahama Island. In September 2019, the country was impacted by Hurricane Dorian, resulting in the worst natural disaster in its history. In advance of the impact, Equinor shut down SRP operations and took measures to secure personnel and the facility. In line with normal procedure, our emergency preparedness organisation was also engaged. At the time the hurricane arrived, we had 54 personnel on Grand Bahama. All were confirmed safe and accounted for. However, the terminal sustained damage and an oil spill was confirmed at a volume of 55,000 barrels out of 1,870 million barrels stored. Most of the spilled volumes ",OMV,Sustainability Report 2012_EN.pdf,[2],0.0,2012,OMV,TEXT,"[""OMV Sustainability Report 2012 The OMV Sustainability Report covers the 2012 business year and describes our sustainability performance and relevant data""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,0
105,What is the company name?,"Equinor supports the Paris agreement and a net zero target for society. We have already brought CO‚‚ emissions in the oil and gas production process down to industry leading levels, and we will continue to do more. Our journey to develop as a broad energy company is founded on a strong commitment to sustainability, and our strategy - always safe, high value and low carbon - is applied in everything we do.",Equinor,sustainability-report-2019.pdf,[2],0.0,2019,Equinor,TEXT,"[""Equinor supports the Paris agreement and a net zero target
for society. We have already brought COâ‚‚ emissions in the oil
and gas production process down to industry leading levels,
and we will continue to do more. Our journey to develop as a
broad energy company is founded on a strong commitment to
sustainability, and our strategy - always safe, high value and
low carbon - is applied in everything we do.""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,1
106,What is the company name?,"Equinors’ strategy defines ‘’Always safe’’ as one of its three main elements and our ambition is to be a leader in safety and security in our industry. Based on a review of best practices in previous years, areas for improvement have been identified, and in 2019 several initiatives aimed at strengthening the safety culture and consistency across the company were rolled out. ",Aker BP,AKERBP-Annual-Report-2017.pdf,[1],0.0,2017,Aker BP,TEXT,"[""AKER BP ASA""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,0
107,What is the company name?,"Equinor’s Climate Roadmap sets out new short-, mid- and long-term ambitions to reduce our own greenhouse gas emissions and to shape our portfolio. To achieve these ambitions, we need to strengthen our collaboration with governments, customers, and industry sectors to speed up the pace of the transition and deliver solutions at scale. Therefore, it is also a standing invitation to engage in a dialogue and work with us in shaping a more sustainable energy future. ","Aktsionernoe Obshchestvo Rosneftegaz, Moscow",annual 2017.pdf,[1],0.0,2017,Rosneft,TEXT,"[""ROSNEFT""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,0
108,What is the company name?,"Equinor’s expectations are that policy measures should: • • be predictable, transparent and internationally aligned, to trigger investments and innovation • phase out subsidies on fossil fuels that exacerbate climate change and undermine the effects of other policy ",ROMGAZ,2017 Sustainability Report.pdf,[3],0.0,2017,Romgaz S.A,TEXT,"[""This is the first sustainability report published by S.N.G.N. Romgaz S.A. The report on the activity of 2017 shows for the first time the non-financial performance and details the material topics identified by the first materiality study performed by the company.']",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,0
109,What is the company name?,"Equinor’s purpose is to turn natural resources into energy for people and progress for society. Our strategy – always safe, high value and low carbon – positions us to deliver long-term value in a low carbon future. This is reflected in our vision: Shaping the future of energy. We are developing from an oil and gas company to a broader energy company. Our three sustainability priorities – responsible operations, creating a low-carbon business advantage, and creating shared value – are embedded in our strategy. ",PAO OGK-2,PAO OGK-2_AR 2018.pdf,[2],0.0,2018,JSC OGK-2,TEXT,"[""JSC OGK-2""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,0
110,What is the company name?,Establishment and implementation of company-wide processes focusing on closed loop learning and assurance activities are done to ensure better learning and experience transfer. ,Ervia,Ervia-Annual-Report-2018.pdf,[4],0.0,2018,Ervia,TEXT,"[""At Ervia we have a pivotal role to play
in enhancing the environment, leading
the transition to a low carbon energy
system, protecting precious water
resources and increasing resilience.""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,0
111,What is the company name?,FEBRUARY 2020 DCP Midstream Sustainability Report,DCP Midstream,DCP Midstream sustainability report 2020.pdf,[1],0.0,2020,DCP Midstream,TEXT,"[""FEBRUARY 2020 DCP Midstream Sustainability Report""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,1
112,What is the company name?,Feedback We welcome your feedback. Please use the e-mail and social media channels linked below for comments and questions. ,"Aktsionernoe Obshchestvo Rosneftegaz, Moscow",annual 2016.pdf,[1],0.0,2016,Rosneft,TEXT,"[""ROSNEFT FOR THE BENEFIT OF RUSSIA""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,0
113,What is the company name?,"Fiscal 2017 was yet another outstanding year for Berry. We celebrated our 50th year in business, we were added to the Fortune 500 list, completed two acquisitions, and delivered strong financial results. Specifically, in fiscal 2017, we delivered revenue of $7.1 billion, operating EBITDA of $1.33 billion and adjusted free cash flow of $601 million, all records for any fiscal year in the Company's history. Additionally, the value of Berry's stock rose over 29% during fiscal year 2017. These extraordinary results reflect the strong fundamental strategies of our expanded global businesses, contributions from our acquisitions, as well as a relentless focus on execution by our dedicated employees.",Berry,2017 Annual Report Proof -01.19.18.pdf,[3],0.0,2017,Berry,TEXT,"[""Fiscal 2017 was yet another outstanding year for Berry. We celebrated our
50th year in business, we were added to the Fortune 500 list, completed
two acquisitions, and delivered strong financial results. Specifically, in
fiscal 2017, we delivered revenue of $7.1 billion, operating EBITDA of $1.33
billion and adjusted free cash flow of $601 million, all records for any fiscal
year in the Company's history. Additionally, the value of Berry's stock rose
over 29% during fiscal year 2017. These extraordinary results reflect the strong fundamental strategies of our
expanded global businesses, contributions from our acquisitions, as well as a relentless focus on execution by
our dedicated employees.""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,1
114,What is the company name?,"Following the agreement of peer collaboration on human rights supplier assessments in 2018, a platform for sharing and viewing of assessments has been developed and will be launched in 2020. This industry-first initiative will drive collaboration in the follow up process towards energy company suppliers. ",Delek US,Delek2016Annual Report 10 K.pdf,[2],0.0,2016,Delek US,TEXT,"[""Founded in 2001, Delek US Holdings, Inc.
(NYSE: DK) is a downstream energy company with
assets in petroleum refining and logistics. Delek
US consists of two business segments: refining
and logistics. Delek US Holdings, Inc. also owns
approximately 47 percent of the outstanding common
stock of Alon USA Energy, Inc. (NYSE: ALJ).""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,0
115,What is the company name?,"Founded in 2001, Delek US Holdings, Inc. (NYSE: DK) is a downstream energy company with assets in petroleum refining and logistics. Delek US consists of two business segments: refining and logistics. Delek US Holdings, Inc. also owns approximately 47 percent of the outstanding common stock of Alon USA Energy, Inc. (NYSE: ALJ).",Delek US,Delek2016Annual Report 10 K.pdf,[2],0.0,2016,Delek US,TEXT,"[""Founded in 2001, Delek US Holdings, Inc.
(NYSE: DK) is a downstream energy company with
assets in petroleum refining and logistics. Delek
US consists of two business segments: refining
and logistics. Delek US Holdings, Inc. also owns
approximately 47 percent of the outstanding common
stock of Alon USA Energy, Inc. (NYSE: ALJ).""]",20201030 1Qbit aggregated_annotations_needs_correction.xlsx,1
